無料<div class="hint">no charge; free</div>,むりょう,no charge; free,お <ruby>飲<rt>の</rt></ruby>み <ruby>物<rt>もの</rt></ruby>は <ruby>無料<rt>むりょう</rt></ruby>でございます。,Beverages are free of charge.,noun
懐かしい<div class="hint">fondly-remembered; long-forgotten</div>,なつかしい,fondly-remembered; long-forgotten,ここは <ruby>私<rt>わたし</rt></ruby>にとって <ruby>懐<rt>なつ</rt></ruby>かしい <ruby>場所<rt>ばしょ</rt></ruby>です。,I have a fond memory of this place.,adjective
怪我<div class="hint">injury</div>,けが,injury,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>腕<rt>うで</rt></ruby>を <ruby>怪我<rt>けが</rt></ruby>した。,She injured her arm.,verbal noun
怪しい<div class="hint">suspicious; dubious</div>,あやしい,suspicious; dubious,その <ruby>男<rt>おとこ</rt></ruby>の <ruby>行動<rt>こうどう</rt></ruby>は <ruby>怪<rt>あや</rt></ruby>しかったわ。,That man's behavior was suspicious.,adjective
我慢<div class="hint">patience; endurance</div>,がまん,patience; endurance,<ruby>彼<rt>かれ</rt></ruby>のわがままには <ruby>我慢<rt>がまん</rt></ruby>できません。,I can't put up with his selfishness.,verbal noun
そっと<div class="hint">softly; gently</div>,そっと,softly; gently,<ruby>母親<rt>ははおや</rt></ruby>は <ruby>娘<rt>むすめ</rt></ruby>の <ruby>髪<rt>かみ</rt></ruby>をそっとなでたの。,The mother gently smoothed her daughter's hair.,adverb
漫画<div class="hint">comics; cartoon</div>,まんが,comics; cartoon,<ruby>妹<rt>いもうと</rt></ruby>は <ruby>漫画<rt>まんが</rt></ruby>が <ruby>好<rt>す</rt></ruby>きです。,My little sister likes comics.,noun
歓迎<div class="hint">welcome</div>,かんげい,welcome,<ruby>温<rt>あたた</rt></ruby>かい <ruby>歓迎<rt>かんげい</rt></ruby>を <ruby>受<rt>う</rt></ruby>けました。,I received a warm welcome.,verbal noun
雄<div class="hint">male (animal)</div>,おす,male (animal),うちの <ruby>猫<rt>ねこ</rt></ruby>は <ruby>雄<rt>おす</rt></ruby>です。,Our cat is male.,noun
雌<div class="hint">female (animal)</div>,めす,female (animal),この <ruby>猫<rt>ねこ</rt></ruby>は <ruby>雌<rt>めす</rt></ruby>です。,This cat is female.,noun
稼ぐ<div class="hint">earn; make money</div>,かせぐ,earn; make money,<ruby>彼<rt>かれ</rt></ruby>はお <ruby>金<rt>かね</rt></ruby>をだいぶ <ruby>稼<rt>かせ</rt></ruby>いだらしいよ。,I hear he made a lot of money.,verb
こっそり<div class="hint">secretly</div>,こっそり,secretly,<ruby>彼女<rt>かのじょ</rt></ruby>はこっそりダイエットを <ruby>始<rt>はじ</rt></ruby>めたの。,She secretly started dieting.,adverb
隠れる<div class="hint">hide</div>,かくれる,hide,<ruby>太陽<rt>たいよう</rt></ruby>が <ruby>雲<rt>くも</rt></ruby>に <ruby>隠<rt>かく</rt></ruby>れた。,The sun hid behind the clouds.,verb
日陰<div class="hint">shade</div>,ひかげ,shade,<ruby>暑<rt>あつ</rt></ruby>いので <ruby>日陰<rt>ひかげ</rt></ruby>で <ruby>休<rt>やす</rt></ruby>みましょう。,It's hot so let's take a rest in the shade.,noun
随分<div class="hint">extremely; considerably</div>,ずいぶん,extremely; considerably,<ruby>随分<rt>ずいぶん</rt></ruby> <ruby>早<rt>はや</rt></ruby>く <ruby>終<rt>お</rt></ruby>わったね。,You finished really early.,adverb
無事<div class="hint">safely; peacefully</div>,ぶじ,safely; peacefully,<ruby>無事<rt>ぶじ</rt></ruby>、 <ruby>家<rt>いえ</rt></ruby>に <ruby>着<rt>つ</rt></ruby>きました。,I arrived home safely.,adverb
作家<div class="hint">writer; novelist</div>,さっか,writer; novelist,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>有名<rt>ゆうめい</rt></ruby>な <ruby>作家<rt>さっか</rt></ruby>です。,She is a well-known writer.,noun
うっかり<div class="hint">carelessly; accidentally</div>,うっかり,carelessly; accidentally,<ruby>大事<rt>だいじ</rt></ruby>なメールをうっかり <ruby>消<rt>け</rt></ruby>してしまった。,I accidentally deleted an important email.,adverb
大使<div class="hint">ambassador</div>,たいし,ambassador,<ruby>彼<rt>かれ</rt></ruby>は <ruby>昔<rt>むかし</rt></ruby>、ドイツの <ruby>大使<rt>たいし</rt></ruby>でした。,He was an ambassador to Germany a long time ago.,noun
使用<div class="hint">usage</div>,しよう,usage,この <ruby>製品<rt>せいひん</rt></ruby>を <ruby>使用<rt>しよう</rt></ruby>する <ruby>前<rt>まえ</rt></ruby>に、 <ruby>説明<rt>せつめい</rt></ruby> <ruby>書<rt>しょ</rt></ruby>をお <ruby>読<rt>よ</rt></ruby>みください。,Please read the manual before using this product.,verbal noun
用いる<div class="hint">use; through use of</div>,もちいる,use; through use of,<ruby>彼<rt>かれ</rt></ruby>はその <ruby>詩<rt>し</rt></ruby>を <ruby>用<rt>もち</rt></ruby>いて <ruby>自分<rt>じぶん</rt></ruby>の <ruby>気持<rt>きも</rt></ruby>ちを <ruby>伝<rt>つた</rt></ruby>えた。,He conveyed his feelings through the poem.,verb
費用<div class="hint">expense; cost</div>,ひよう,expense; cost,イタリア <ruby>旅行<rt>りょこう</rt></ruby>の <ruby>費用<rt>ひよう</rt></ruby>は３０ <ruby>万<rt>まん</rt></ruby> <ruby>円<rt>えん</rt></ruby>です。,The cost of the trip to Italy is 300;000 yen.,noun
消費<div class="hint">consumption; spending</div>,しょうひ,consumption; spending,<ruby>日本<rt>にっぽん</rt></ruby>は <ruby>消費<rt>しょうひ</rt></ruby> <ruby>大国<rt>たいこく</rt></ruby>と <ruby>言<rt>い</rt></ruby>われています。,It is said that Japan is a country of great consumption.,verbal noun
わざと<div class="hint">on purpose</div>,わざと,on purpose,<ruby>彼<rt>かれ</rt></ruby>はわざと <ruby>負<rt>ま</rt></ruby>けたように <ruby>見<rt>み</rt></ruby>えたな。,It looked like he lost on purpose.,adverb
売り場<div class="hint">sales floor; department</div>,うりば,sales floor; department,くつ <ruby>売<rt>う</rt></ruby>り <ruby>場<rt>ば</rt></ruby>はどこですか。,Where is the shoe department?,noun
売り上げ<div class="hint">sales; proceeds</div>,うりあげ,sales; proceeds,この <ruby>会社<rt>かいしゃ</rt></ruby>の <ruby>売<rt>う</rt></ruby>り <ruby>上<rt>あ</rt></ruby>げは <ruby>昨年<rt>さくねん</rt></ruby>の２ <ruby>倍<rt>ばい</rt></ruby>ね。,The sales of this company have doubled from last year.,noun
売買<div class="hint">buying and selling</div>,ばいばい,buying and selling,<ruby>彼<rt>かれ</rt></ruby>は <ruby>不動産<rt>ふどうさん</rt></ruby>の <ruby>売買<rt>ばいばい</rt></ruby>をしています。,He buys and sells real estate.,verbal noun
閉店<div class="hint">shop closing</div>,へいてん,shop closing,この <ruby>店<rt>みせ</rt></ruby>は８ <ruby>時<rt>じ</rt></ruby>に <ruby>閉店<rt>へいてん</rt></ruby>します。,This shop closes at eight o'clock.,verbal noun
書店<div class="hint">bookstore (formal)</div>,しょてん,bookstore (formal),<ruby>駅前<rt>えきまえ</rt></ruby>に <ruby>新<rt>あたら</rt></ruby>しい <ruby>書店<rt>しょてん</rt></ruby>ができました。,There's a new bookstore in front of the station.,noun
がっかり<div class="hint">feel disappointed</div>,がっかり,feel disappointed,<ruby>成績<rt>せいせき</rt></ruby>が <ruby>落<rt>お</rt></ruby>ちてがっかりした。,I was disappointed because my grades fell.,adverb
商店<div class="hint">shop; store</div>,しょうてん,shop; store,この <ruby>通<rt>とお</rt></ruby>りには <ruby>商店<rt>しょうてん</rt></ruby>が <ruby>多<rt>おお</rt></ruby>いね。,There are many shops on this street.,noun
商売<div class="hint">trade; business</div>,しょうばい,trade; business,<ruby>彼<rt>かれ</rt></ruby>の <ruby>商売<rt>しょうばい</rt></ruby>はもうかっているな。,His business is profitable.,verbal noun
商人<div class="hint">merchant; trader</div>,しょうにん,merchant; trader,<ruby>商人<rt>しょうにん</rt></ruby>は <ruby>数字<rt>すうじ</rt></ruby>に <ruby>強<rt>つよ</rt></ruby>いね。,Merchants are good with numbers.,noun
品<div class="hint">goods; item</div>,しな,goods; item,そちらの <ruby>品<rt>しな</rt></ruby>は <ruby>半額<rt>はんがく</rt></ruby>になっています。,Those goods are half-price.,noun
ぼんやり<div class="hint">vacantly; absent-mindedly</div>,ぼんやり,vacantly; absent-mindedly,<ruby>彼<rt>かれ</rt></ruby>は <ruby>遠<rt>とお</rt></ruby>くをぼんやり <ruby>見<rt>み</rt></ruby>ていたの。,He was staring vacantly into the distance.,adverb
食品<div class="hint">food; food product</div>,しょくひん,food; food product,<ruby>食品<rt>しょくひん</rt></ruby>は <ruby>日曜日<rt>にちようび</rt></ruby>にまとめて <ruby>買<rt>か</rt></ruby>います。,I buy my food in bulk on Sundays.,noun
部品<div class="hint">parts; accessories</div>,ぶひん,parts; accessories,<ruby>車<rt>くるま</rt></ruby>の <ruby>部品<rt>ぶひん</rt></ruby>を <ruby>取<rt>と</rt></ruby>り <ruby>替<rt>か</rt></ruby>えたんだ。,I changed some parts of the car.,noun
段階<div class="hint">stage</div>,だんかい,stage,この <ruby>段階<rt>だんかい</rt></ruby>では、 <ruby>決断<rt>けつだん</rt></ruby>するのはまだ <ruby>早<rt>はや</rt></ruby>い。,At this stage; it is still early to decide.,noun
手段<div class="hint">means; way</div>,しゅだん,means; way,<ruby>彼<rt>かれ</rt></ruby>は <ruby>目的<rt>もくてき</rt></ruby>のためには <ruby>手段<rt>しゅだん</rt></ruby>を <ruby>選<rt>えら</rt></ruby>ばなかったわね。,He did whatever he could to achieve his aims.,noun
段<div class="hint">step</div>,だん,step,この <ruby>階段<rt>かいだん</rt></ruby>は１８ <ruby>段<rt>だん</rt></ruby>ありますね。,This staircase has 18 steps.,noun
ちっとも<div class="hint">(not) at all (casual)</div>,ちっとも,(not) at all (casual),<ruby>彼女<rt>かのじょ</rt></ruby>が <ruby>結婚<rt>けっこん</rt></ruby>したなんて、ちっとも <ruby>知<rt>し</rt></ruby>らなかった。,I didn't know at all that she got married.,adverb
価値<div class="hint">value; worth</div>,かち,value; worth,とても <ruby>価値<rt>かち</rt></ruby>のある <ruby>話<rt>はなし</rt></ruby>を <ruby>聞<rt>き</rt></ruby>いたよ。,I heard a very valuable story.,noun
高価<div class="hint">high-priced; expensive</div>,こうか,high-priced; expensive,<ruby>彼女<rt>かのじょ</rt></ruby>は <ruby>高価<rt>こうか</rt></ruby>な <ruby>宝石<rt>ほうせき</rt></ruby>を <ruby>持<rt>も</rt></ruby>っているわ。,She has expensive jewelry.,adjectival noun
格好<div class="hint">shape; appearance</div>,かっこう,shape; appearance,<ruby>格好<rt>かっこう</rt></ruby>のいい <ruby>青年<rt>せいねん</rt></ruby>に <ruby>会<rt>あ</rt></ruby>ったよ。,I met a good-looking young man.,noun
青春<div class="hint">blossom of youth; adolescence</div>,せいしゅん,blossom of youth; adolescence,この <ruby>曲<rt>きょく</rt></ruby>を <ruby>聞<rt>き</rt></ruby>くと <ruby>青春<rt>せいしゅん</rt></ruby>の <ruby>頃<rt>ころ</rt></ruby>を <ruby>思<rt>おも</rt></ruby>い <ruby>出<rt>だ</rt></ruby>します。,This song reminds me of my youth.,noun
四季<div class="hint">the four seasons</div>,しき,the four seasons,<ruby>日本<rt>にほん</rt></ruby>には <ruby>四季<rt>しき</rt></ruby>がある。,We have four seasons in Japan.,noun
わがまま<div class="hint">selfish</div>,わがまま,selfish,<ruby>子供<rt>こども</rt></ruby>のわがままを <ruby>叱<rt>しか</rt></ruby>ったの。,I scolded my kid for being selfish.,adjectival noun
温暖<div class="hint">warm; mild</div>,おんだん,warm; mild,この <ruby>地方<rt>ちほう</rt></ruby>は <ruby>温暖<rt>おんだん</rt></ruby>で <ruby>暮<rt>く</rt></ruby>らしやすいな。,The mild weather in this region makes it easy to live here.,adjectival noun
北風<div class="hint">north wind</div>,きたかぜ,north wind,<ruby>北風<rt>きたかぜ</rt></ruby>が <ruby>冷<rt>つめ</rt></ruby>たいです。,The north wind is cold.,noun
事情<div class="hint">circumstances; conditions</div>,じじょう,circumstances; conditions,あなたの <ruby>事情<rt>じじょう</rt></ruby>はよく <ruby>分<rt>わ</rt></ruby>かりました。,I understand your situation well.,noun
情熱<div class="hint">passion; enthusiasm</div>,じょうねつ,passion; enthusiasm,<ruby>父<rt>ちち</rt></ruby>は <ruby>情熱<rt>じょうねつ</rt></ruby>を <ruby>持<rt>も</rt></ruby>って <ruby>仕事<rt>しごと</rt></ruby>に <ruby>打<rt>う</rt></ruby>ち <ruby>込<rt>こ</rt></ruby>んでいます。,My father passionately devotes himself to work.,noun
友情<div class="hint">friendship</div>,ゆうじょう,friendship,<ruby>彼<rt>かれ</rt></ruby>らは <ruby>強<rt>つよ</rt></ruby>い <ruby>友情<rt>ゆうじょう</rt></ruby>で <ruby>結<rt>むす</rt></ruby>ばれているな。,They have a strong bond of friendship.,noun
まあまあ<div class="hint">now now; well well</div>,まあまあ,now now; well well,まあまあ、 <ruby>落<rt>お</rt></ruby>ち <ruby>着<rt>つ</rt></ruby>いてください。,Now; now; please calm down.,adverb
広告<div class="hint">advertisement</div>,こうこく,advertisement,その <ruby>広告<rt>こうこく</rt></ruby>を <ruby>新聞<rt>しんぶん</rt></ruby>で <ruby>見<rt>み</rt></ruby>ました。,I saw that advertisement in the newspaper.,verbal noun
新聞社<div class="hint">newspaper publisher</div>,しんぶんしゃ,newspaper publisher,このビルは <ruby>新聞<rt>しんぶん</rt></ruby> <ruby>社<rt>しゃ</rt></ruby>です。,This building is a newspaper publisher.,noun
新た<div class="hint">new; fresh</div>,あらた,new; fresh,<ruby>新<rt>あら</rt></ruby>たな <ruby>計画<rt>けいかく</rt></ruby>が <ruby>進<rt>すす</rt></ruby>んでいます。,A new plan is in progress.,adjectival noun
中古<div class="hint">secondhand (used) goods</div>,ちゅうこ,secondhand (used) goods,その <ruby>車<rt>くるま</rt></ruby>は <ruby>中古<rt>ちゅうこ</rt></ruby>で <ruby>買<rt>か</rt></ruby>ったんだ。,I bought the car secondhand.,noun
最悪<div class="hint">worst</div>,さいあく,worst,<ruby>何<rt>なん</rt></ruby>とか <ruby>最悪<rt>さいあく</rt></ruby>の <ruby>事態<rt>じたい</rt></ruby>を <ruby>避<rt>さ</rt></ruby>けることができました。,We somehow managed to avert the worst-case scenario.,noun
ふざける<div class="hint">mess around; fool around</div>,ふざける,mess around; fool around,ふざけるのは <ruby>止<rt>や</rt></ruby>めて。,Stop messing around.,verb
心理<div class="hint">mentality; psychology</div>,しんり,mentality; psychology,<ruby>顧客<rt>こきゃく</rt></ruby> <ruby>心理<rt>しんり</rt></ruby>を <ruby>理解<rt>りかい</rt></ruby>することは <ruby>重要<rt>じゅうよう</rt></ruby>です。,It's important to understand customer mentality.,noun
熱心<div class="hint">enthusiasm; zeal</div>,ねっしん,enthusiasm; zeal,<ruby>彼女<rt>かのじょ</rt></ruby>は４ <ruby>年間<rt>ねんかん</rt></ruby> <ruby>熱心<rt>ねっしん</rt></ruby>に <ruby>勉強<rt>べんきょう</rt></ruby>したわ。,She studied hard for four years.,adjectival noun
忘年会<div class="hint">year-end party</div>,ぼうねんかい,year-end party,<ruby>明日<rt>あした</rt></ruby>は <ruby>会社<rt>かいしゃ</rt></ruby>の <ruby>忘年会<rt>ぼうねんかい</rt></ruby>があります。,The company will have a year-end party tomorrow.,noun
解決<div class="hint">solution; settlement</div>,かいけつ,solution; settlement,トラブルがやっと <ruby>解決<rt>かいけつ</rt></ruby>した。,The problem has finally been solved.,verbal noun
決心<div class="hint">determination; resolution</div>,けっしん,determination; resolution,<ruby>今度<rt>こんど</rt></ruby>こそタバコをやめる <ruby>決心<rt>けっしん</rt></ruby>をしました。,This time I'm determined to quit smoking.,verbal noun
とっくに<div class="hint">long ago; already</div>,とっくに,long ago; already,<ruby>彼<rt>かれ</rt></ruby>ならとっくに <ruby>帰<rt>かえ</rt></ruby>りましたよ。,He's already gone home.,adverb
知り合い<div class="hint">acquaintance (colloquial)</div>,しりあい,acquaintance (colloquial),<ruby>街<rt>まち</rt></ruby>で <ruby>知<rt>し</rt></ruby>り <ruby>合<rt>あ</rt></ruby>いを <ruby>見<rt>み</rt></ruby>かけたよ。,I saw an acquaintance in town.,noun
知り合う<div class="hint">get acquainted with; get to know (someone)</div>,しりあう,get acquainted with; get to know (someone),お <ruby>二人<rt>ふたり</rt></ruby>はどこで <ruby>知<rt>し</rt></ruby>り <ruby>合<rt>あ</rt></ruby>ったのですか。,Where did you two get to know each other?,verb
知事<div class="hint">governor</div>,ちじ,governor,<ruby>彼<rt>かれ</rt></ruby>は <ruby>有能<rt>ゆうのう</rt></ruby>な <ruby>知事<rt>ちじ</rt></ruby>ね。,He's a capable governor.,noun
